bin_start,bin_break,bin_index,frequency,site,year
28.5,30,20,NA,HR 2,2018
0,1.5,1,0.32902245988630413,HR 3,2018
1.5,3,2,0.5187827752350515,HR 3,2018
3,4.5,3,0.12983363764037664,HR 3,2018
4.5,6,4,0.0069110812649411345,HR 3,2018
6,7.5,5,0.008387329143218894,HR 3,2018
7.5,9,6,0.007062716830107783,HR 3,2018
9,10.5,7,NA,HR 3,2018
10.5,12,8,NA,HR 3,2018
12,13.5,9,NA,HR 3,2018
13.5,15,10,NA,HR 3,2018
15,16.5,11,NA,HR 3,2018
16.5,18,12,NA,HR 3,2018
18,19.5,13,NA,HR 3,2018
19.5,21,14,NA,HR 3,2018
21,22.5,15,NA,HR 3,2018
22.5,24,16,NA,HR 3,2018
24,25.5,17,NA,HR 3,2018
25.5,27,18,NA,HR 3,2018
27,28.5,19,NA,HR 3,2018
28.5,30,20,NA,HR 3,2018
0,1.5,1,0.5147048474512596,HR 4,2018
1.5,3,2,0.4567187248661763,HR 4,2018
3,4.5,3,0.026878885334846357,HR 4,2018
4.5,6,4,9.032954405670325e-4,HR 4,2018
6,7.5,5,7.280596663059554e-4,HR 4,2018
7.5,9,6,6.618724084480495e-5,HR 4,2018
9,10.5,7,NA,HR 4,2018
10.5,12,8,NA,HR 4,2018
12,13.5,9,NA,HR 4,2018
13.5,15,10,NA,HR 4,2018
15,16.5,11,NA,HR 4,2018
16.5,18,12,NA,HR 4,2018
18,19.5,13,NA,HR 4,2018
19.5,21,14,NA,HR 4,2018
21,22.5,15,NA,HR 4,2018
22.5,24,16,NA,HR 4,2018
24,25.5,17,NA,HR 4,2018
25.5,27,18,NA,HR 4,2018
27,28.5,19,NA,HR 4,2018
28.5,30,20,NA,HR 4,2018
0,1.5,1,0.3791419325615646,HR 5,2018
1.5,3,2,0.45911448077648015,HR 5,2018
3,4.5,3,0.14133701176815125,HR 5,2018
4.5,6,4,0.016306921115078237,HR 5,2018
6,7.5,5,0.003482840057991077,HR 5,2018
7.5,9,6,5.631647141294846e-4,HR 5,2018
9,10.5,7,5.364900660525513e-5,HR 5,2018
10.5,12,8,NA,HR 5,2018
12,13.5,9,NA,HR 5,2018
13.5,15,10,NA,HR 5,2018
15,16.5,11,NA,HR 5,2018
16.5,18,12,NA,HR 5,2018
18,19.5,13,NA,HR 5,2018
19.5,21,14,NA,HR 5,2018
21,22.5,15,NA,HR 5,2018
22.5,24,16,NA,HR 5,2018
24,25.5,17,NA,HR 5,2018
25.5,27,18,NA,HR 5,2018
27,28.5,19,NA,HR 5,2018
28.5,30,20,NA,HR 5,2018
0,1.5,1,0.28446303770330156,HR 6,2018
1.5,3,2,0.5914451235286705,HR 6,2018
3,4.5,3,0.09367027817155235,HR 6,2018
4.5,6,4,0.026628788257828447,HR 6,2018
6,7.5,5,0.0037660500905543864,HR 6,2018
7.5,9,6,2.672224809273668e-5,HR 6,2018
9,10.5,7,NA,HR 6,2018
10.5,12,8,NA,HR 6,2018
12,13.5,9,NA,HR 6,2018
13.5,15,10,NA,HR 6,2018
15,16.5,11,NA,HR 6,2018
16.5,18,12,NA,HR 6,2018
18,19.5,13,NA,HR 6,2018
19.5,21,14,NA,HR 6,2018
21,22.5,15,NA,HR 6,2018
22.5,24,16,NA,HR 6,2018
24,25.5,17,NA,HR 6,2018
25.5,27,18,NA,HR 6,2018
27,28.5,19,NA,HR 6,2018
28.5,30,20,NA,HR 6,2018
0,1.5,1,0.15342667990491626,HR 7,2018
1.5,3,2,0.43068249271465076,HR 7,2018
3,4.5,3,0.20828187104718152,HR 7,2018
4.5,6,4,0.14350557303403416,HR 7,2018
6,7.5,5,0.04738346033811678,HR 7,2018
7.5,9,6,0.014830261199923247,HR 7,2018
9,10.5,7,0.0018668494609437472,HR 7,2018
10.5,12,8,2.2812300233540202e-5,HR 7,2018
12,13.5,9,NA,HR 7,2018
13.5,15,10,NA,HR 7,2018
15,16.5,11,NA,HR 7,2018
16.5,18,12,NA,HR 7,2018
18,19.5,13,NA,HR 7,2018
19.5,21,14,NA,HR 7,2018
21,22.5,15,NA,HR 7,2018
22.5,24,16,NA,HR 7,2018
24,25.5,17,NA,HR 7,2018
25.5,27,18,NA,HR 7,2018
27,28.5,19,NA,HR 7,2018
28.5,30,20,NA,HR 7,2018
0,1.5,1,0.08667596069502846,HR 8,2018
1.5,3,2,0.3657911787185728,HR 8,2018
3,4.5,3,0.2596632190998887,HR 8,2018
4.5,6,4,0.15269266991421526,HR 8,2018
6,7.5,5,0.07923693801792138,HR 8,2018
7.5,9,6,0.0356256209166621,HR 8,2018
9,10.5,7,0.009605677563005887,HR 8,2018
10.5,12,8,0.006087224602552781,HR 8,2018
12,13.5,9,0.0032717108478523917,HR 8,2018
13.5,15,10,0.0012905567511688803,HR 8,2018
15,16.5,11,5.924287313132894e-5,HR 8,2018
16.5,18,12,NA,HR 8,2018
18,19.5,13,NA,HR 8,2018
19.5,21,14,NA,HR 8,2018
21,22.5,15,NA,HR 8,2018
22.5,24,16,NA,HR 8,2018
24,25.5,17,NA,HR 8,2018
25.5,27,18,NA,HR 8,2018
27,28.5,19,NA,HR 8,2018
28.5,30,20,NA,HR 8,2018
0,1.5,1,0.07038428869646182,HR 9,2018
1.5,3,2,0.20556923382723036,HR 9,2018
3,4.5,3,0.1653761765811156,HR 9,2018
4.5,6,4,0.16487497851587882,HR 9,2018
6,7.5,5,0.1638281745405051,HR 9,2018
7.5,9,6,0.12865402078784663,HR 9,2018
9,10.5,7,0.07880116621070664,HR 9,2018
10.5,12,8,0.021715350200037207,HR 9,2018
12,13.5,9,7.617795589309588e-4,HR 9,2018
13.5,15,10,NA,HR 9,2018
15,16.5,11,NA,HR 9,2018
16.5,18,12,NA,HR 9,2018
18,19.5,13,NA,HR 9,2018
19.5,21,14,NA,HR 9,2018
21,22.5,15,NA,HR 9,2018
22.5,24,16,NA,HR 9,2018
24,25.5,17,NA,HR 9,2018
25.5,27,18,NA,HR 9,2018
27,28.5,19,NA,HR 9,2018
28.5,30,20,3.483108128686271e-5,HR 9,2018
0,1.5,1,0.0344182566744653,HR10,2018
1.5,3,2,0.11228422033274987,HR10,2018
3,4.5,3,0.1692545179501658,HR10,2018
4.5,6,4,0.20127964134274376,HR10,2018
6,7.5,5,0.2328405509393199,HR10,2018
7.5,9,6,0.14924897141888527,HR10,2018
9,10.5,7,0.06631359882482035,HR10,2018
10.5,12,8,0.021234903387796343,HR10,2018
12,13.5,9,0.011226497296675185,HR10,2018
13.5,15,10,0.0018988418323782556,HR10,2018
15,16.5,11,NA,HR10,2018
16.5,18,12,NA,HR10,2018
18,19.5,13,NA,HR10,2018
19.5,21,14,NA,HR10,2018
21,22.5,15,NA,HR10,2018
22.5,24,16,NA,HR10,2018
24,25.5,17,NA,HR10,2018
25.5,27,18,NA,HR10,2018
27,28.5,19,NA,HR10,2018
28.5,30,20,NA,HR10,2018
0,1.5,1,0.10583686329552028,HR11,2018
1.5,3,2,0.18718087038343287,HR11,2018
3,4.5,3,0.19878546209356152,HR11,2018
4.5,6,4,0.19238115891856739,HR11,2018
6,7.5,5,0.1358400159231998,HR11,2018
7.5,9,6,0.08670481770124357,HR11,2018
9,10.5,7,0.04854364486451672,HR11,2018
10.5,12,8,0.0191538009103608,HR11,2018
12,13.5,9,0.01028036252726138,HR11,2018
13.5,15,10,0.008248531293459366,HR11,2018
15,16.5,11,0.0033560440794064283,HR11,2018
16.5,18,12,0.0018667459494246602,HR11,2018
18,19.5,13,0.0013507747662892837,HR11,2018
19.5,21,14,4.7090729375596124e-4,HR11,2018
21,22.5,15,NA,HR11,2018
22.5,24,16,NA,HR11,2018
24,25.5,17,NA,HR11,2018
25.5,27,18,NA,HR11,2018
27,28.5,19,NA,HR11,2018
28.5,30,20,NA,HR11,2018
0,1.5,1,0.2888542060056012,HR12,2018
1.5,3,2,0.5722611462145923,HR12,2018
3,4.5,3,0.07635602870898436,HR12,2018
4.5,6,4,0.048079645464457345,HR12,2018
6,7.5,5,0.01442496515520946,HR12,2018
7.5,9,6,2.4008451155268313e-5,HR12,2018
9,10.5,7,NA,HR12,2018
10.5,12,8,NA,HR12,2018
12,13.5,9,NA,HR12,2018
13.5,15,10,NA,HR12,2018
15,16.5,11,NA,HR12,2018
16.5,18,12,NA,HR12,2018
18,19.5,13,NA,HR12,2018
19.5,21,14,NA,HR12,2018
21,22.5,15,NA,HR12,2018
22.5,24,16,NA,HR12,2018
24,25.5,17,NA,HR12,2018
25.5,27,18,NA,HR12,2018
27,28.5,19,NA,HR12,2018
28.5,30,20,NA,HR12,2018
0,1.5,1,0.06214019494705035,HR13,2018
1.5,3,2,0.1719296737768454,HR13,2018
3,4.5,3,0.1657268527043062,HR13,2018
4.5,6,4,0.1762911119769886,HR13,2018
6,7.5,5,0.1656942303784189,HR13,2018
7.5,9,6,0.1293873786321186,HR13,2018
9,10.5,7,0.07770810563590415,HR13,2018
10.5,12,8,0.028083143521206846,HR13,2018
12,13.5,9,0.01348679001299953,HR13,2018
13.5,15,10,0.006591564882339114,HR13,2018
15,16.5,11,0.0026704368385873033,HR13,2018
16.5,18,12,2.9051669323500314e-4,HR13,2018
18,19.5,13,NA,HR13,2018
19.5,21,14,NA,HR13,2018
21,22.5,15,NA,HR13,2018
22.5,24,16,NA,HR13,2018
24,25.5,17,NA,HR13,2018
25.5,27,18,NA,HR13,2018
27,28.5,19,NA,HR13,2018
28.5,30,20,NA,HR13,2018
0,1.5,1,0.18624800542279715,HR14,2018
1.5,3,2,0.17308873794889504,HR14,2018
3,4.5,3,0.08560764631379283,HR14,2018
4.5,6,4,0.06716080569643247,HR14,2018
6,7.5,5,0.07744256794451708,HR14,2018
7.5,9,6,0.12803698094244795,HR14,2018
9,10.5,7,0.21245808620024664,HR14,2018
10.5,12,8,0.06761233222567108,HR14,2018
12,13.5,9,0.0023448373051997646,HR14,2018
13.5,15,10,NA,HR14,2018
15,16.5,11,NA,HR14,2018
16.5,18,12,NA,HR14,2018
18,19.5,13,NA,HR14,2018
19.5,21,14,NA,HR14,2018
21,22.5,15,NA,HR14,2018
22.5,24,16,NA,HR14,2018
24,25.5,17,NA,HR14,2018
25.5,27,18,NA,HR14,2018
27,28.5,19,NA,HR14,2018
28.5,30,20,NA,HR14,2018
0,1.5,1,0.21951993919251772,HR15,2018
1.5,3,2,0.255303322892024,HR15,2018
3,4.5,3,0.1437187664810156,HR15,2018
4.5,6,4,0.13298667635679906,HR15,2018
6,7.5,5,0.11848916927232313,HR15,2018
7.5,9,6,0.0988855556833824,HR15,2018
9,10.5,7,0.02656349172739691,HR15,2018
10.5,12,8,0.004472631663280543,HR15,2018
12,13.5,9,6.0446731260631316e-5,HR15,2018
13.5,15,10,NA,HR15,2018
15,16.5,11,NA,HR15,2018
16.5,18,12,NA,HR15,2018
18,19.5,13,NA,HR15,2018
19.5,21,14,NA,HR15,2018
21,22.5,15,NA,HR15,2018
22.5,24,16,NA,HR15,2018
24,25.5,17,NA,HR15,2018
25.5,27,18,NA,HR15,2018
27,28.5,19,NA,HR15,2018
28.5,30,20,NA,HR15,2018
0,1.5,1,0.1167605572879051,SP 1,2018
1.5,3,2,0.28325986717873136,SP 1,2018
3,4.5,3,0.1794893931121906,SP 1,2018
4.5,6,4,0.16895412510391208,SP 1,2018
6,7.5,5,0.1339956007899619,SP 1,2018
7.5,9,6,0.06879548390985098,SP 1,2018
9,10.5,7,0.03249198830035179,SP 1,2018
10.5,12,8,0.014844256270899582,SP 1,2018
12,13.5,9,0.0014087280461965938,SP 1,2018
13.5,15,10,NA,SP 1,2018
15,16.5,11,NA,SP 1,2018
16.5,18,12,NA,SP 1,2018
18,19.5,13,NA,SP 1,2018
19.5,21,14,NA,SP 1,2018
21,22.5,15,NA,SP 1,2018
22.5,24,16,NA,SP 1,2018
24,25.5,17,NA,SP 1,2018
25.5,27,18,NA,SP 1,2018
27,28.5,19,NA,SP 1,2018
28.5,30,20,NA,SP 1,2018
0,1.5,1,0.2792149334550922,SP 2,2018
1.5,3,2,0.3139482256454908,SP 2,2018
3,4.5,3,0.15509391208780812,SP 2,2018
4.5,6,4,0.10723470449237786,SP 2,2018
6,7.5,5,0.07007909894483431,SP 2,2018
7.5,9,6,0.04997684586062994,SP 2,2018
9,10.5,7,0.018861604904659195,SP 2,2018
10.5,12,8,0.005590674609107587,SP 2,2018
12,13.5,9,NA,SP 2,2018
13.5,15,10,NA,SP 2,2018
15,16.5,11,NA,SP 2,2018
16.5,18,12,NA,SP 2,2018
18,19.5,13,NA,SP 2,2018
19.5,21,14,NA,SP 2,2018
21,22.5,15,NA,SP 2,2018
22.5,24,16,NA,SP 2,2018
24,25.5,17,NA,SP 2,2018
25.5,27,18,NA,SP 2,2018
27,28.5,19,NA,SP 2,2018
28.5,30,20,NA,SP 2,2018
0,1.5,1,0.03251526648347911,SP 3,2018
1.5,3,2,0.07629729799792294,SP 3,2018
3,4.5,3,0.14971774580765962,SP 3,2018
4.5,6,4,0.16787814884202135,SP 3,2018
6,7.5,5,0.15428233074639572,SP 3,2018
7.5,9,6,0.13043835922041264,SP 3,2018
9,10.5,7,0.12783412111332101,SP 3,2018
10.5,12,8,0.09248055902555259,SP 3,2018
12,13.5,9,0.0444234625009029,SP 3,2018
13.5,15,10,0.019278465027351144,SP 3,2018
15,16.5,11,0.004797603494027084,SP 3,2018
16.5,18,12,5.6639740953888175e-5,SP 3,2018
18,19.5,13,NA,SP 3,2018
19.5,21,14,NA,SP 3,2018
21,22.5,15,NA,SP 3,2018
22.5,24,16,NA,SP 3,2018
24,25.5,17,NA,SP 3,2018
25.5,27,18,NA,SP 3,2018
27,28.5,19,NA,SP 3,2018
28.5,30,20,NA,SP 3,2018
0,1.5,1,0.14131966091085324,SP 4,2018
1.5,3,2,0.2967291599919578,SP 4,2018
3,4.5,3,0.19071315252865828,SP 4,2018
4.5,6,4,0.17429309001765408,SP 4,2018
6,7.5,5,0.09962742967309221,SP 4,2018
7.5,9,6,0.058772746774645675,SP 4,2018
9,10.5,7,0.025738778670590972,SP 4,2018
10.5,12,8,0.007344856088257841,SP 4,2018
12,13.5,9,7.713248860529656e-4,SP 4,2018
13.5,15,10,NA,SP 4,2018
15,16.5,11,NA,SP 4,2018
16.5,18,12,4.1118421081100525e-4,SP 4,2018
18,19.5,13,NA,SP 4,2018
19.5,21,14,NA,SP 4,2018
21,22.5,15,NA,SP 4,2018
22.5,24,16,NA,SP 4,2018
24,25.5,17,NA,SP 4,2018
25.5,27,18,NA,SP 4,2018
27,28.5,19,0.002990430713201816,SP 4,2018
28.5,30,20,0.0012881855342240917,SP 4,2018
0,1.5,1,0.06563005189358229,SP 5,2018
1.5,3,2,0.1297519338352645,SP 5,2018
3,4.5,3,0.15200346624850114,SP 5,2018
4.5,6,4,0.16721666106403446,SP 5,2018
6,7.5,5,0.16629530650953456,SP 5,2018
7.5,9,6,0.14825456601543116,SP 5,2018
9,10.5,7,0.09409069228182575,SP 5,2018
10.5,12,8,0.04526234506300375,SP 5,2018
12,13.5,9,0.02339926953911777,SP 5,2018
13.5,15,10,0.006938449704214322,SP 5,2018
15,16.5,11,8.971314991737361e-4,SP 5,2018
16.5,18,12,2.601263463165947e-4,SP 5,2018
18,19.5,13,NA,SP 5,2018
19.5,21,14,NA,SP 5,2018
21,22.5,15,NA,SP 5,2018
22.5,24,16,NA,SP 5,2018
24,25.5,17,NA,SP 5,2018
25.5,27,18,NA,SP 5,2018
27,28.5,19,NA,SP 5,2018
28.5,30,20,NA,SP 5,2018
0,1.5,1,0.037945628524391956,SP 6,2018
1.5,3,2,0.11717838388889612,SP 6,2018
3,4.5,3,0.12042256211922547,SP 6,2018
4.5,6,4,0.16681404397541089,SP 6,2018
6,7.5,5,0.2012091377892168,SP 6,2018
7.5,9,6,0.18425217127253488,SP 6,2018
9,10.5,7,0.12977433139068106,SP 6,2018
10.5,12,8,0.0360701869474083,SP 6,2018
12,13.5,9,0.005054474647500081,SP 6,2018
13.5,15,10,0.0012334308925446144,SP 6,2018
15,16.5,11,4.564855218983858e-5,SP 6,2018
16.5,18,12,NA,SP 6,2018
18,19.5,13,NA,SP 6,2018
19.5,21,14,NA,SP 6,2018
21,22.5,15,NA,SP 6,2018
22.5,24,16,NA,SP 6,2018
24,25.5,17,NA,SP 6,2018
25.5,27,18,NA,SP 6,2018
27,28.5,19,NA,SP 6,2018
28.5,30,20,NA,SP 6,2018
0,1.5,1,0.0694918184122797,SP 7,2018
1.5,3,2,0.12378506900512797,SP 7,2018
3,4.5,3,0.17718351178693842,SP 7,2018
4.5,6,4,0.24512601555344854,SP 7,2018
6,7.5,5,0.20641369909838456,SP 7,2018
7.5,9,6,0.1004425391379762,SP 7,2018
9,10.5,7,0.04684201392264183,SP 7,2018
10.5,12,8,0.017982385477254007,SP 7,2018
12,13.5,9,0.009089136768237837,SP 7,2018
13.5,15,10,0.0036438108377109635,SP 7,2018
15,16.5,11,NA,SP 7,2018
16.5,18,12,NA,SP 7,2018
18,19.5,13,NA,SP 7,2018
19.5,21,14,NA,SP 7,2018
21,22.5,15,NA,SP 7,2018
22.5,24,16,NA,SP 7,2018
24,25.5,17,NA,SP 7,2018
25.5,27,18,NA,SP 7,2018
27,28.5,19,NA,SP 7,2018
28.5,30,20,NA,SP 7,2018
0,1.5,1,0.021351697091536115,SP 8,2018
1.5,3,2,0.08491928400535628,SP 8,2018
3,4.5,3,0.16271671276988806,SP 8,2018
4.5,6,4,0.21755126778063785,SP 8,2018
6,7.5,5,0.19370475081413113,SP 8,2018
7.5,9,6,0.16994103300429914,SP 8,2018
9,10.5,7,0.10741986517276407,SP 8,2018
10.5,12,8,0.03274268514328966,SP 8,2018
12,13.5,9,0.00942009076619084,SP 8,2018
13.5,15,10,2.3261345190686076e-4,SP 8,2018
15,16.5,11,NA,SP 8,2018
16.5,18,12,NA,SP 8,2018
18,19.5,13,NA,SP 8,2018
19.5,21,14,NA,SP 8,2018
21,22.5,15,NA,SP 8,2018
22.5,24,16,NA,SP 8,2018
24,25.5,17,NA,SP 8,2018
25.5,27,18,NA,SP 8,2018
27,28.5,19,NA,SP 8,2018
28.5,30,20,NA,SP 8,2018
0,1.5,1,0.031769481933268694,SP 9,2018
1.5,3,2,0.0826486547307964,SP 9,2018
3,4.5,3,0.10162184944693954,SP 9,2018
4.5,6,4,0.1188629025539059,SP 9,2018
6,7.5,5,0.15147234119840636,SP 9,2018
7.5,9,6,0.17480587788329718,SP 9,2018
9,10.5,7,0.19173257158231458,SP 9,2018
10.5,12,8,0.115758919014504,SP 9,2018
12,13.5,9,0.025881064141443595,SP 9,2018
13.5,15,10,0.005388537390505178,SP 9,2018
15,16.5,11,5.780012461857432e-5,SP 9,2018
16.5,18,12,NA,SP 9,2018
18,19.5,13,NA,SP 9,2018
19.5,21,14,NA,SP 9,2018
21,22.5,15,NA,SP 9,2018
22.5,24,16,NA,SP 9,2018
24,25.5,17,NA,SP 9,2018
25.5,27,18,NA,SP 9,2018
27,28.5,19,NA,SP 9,2018
28.5,30,20,NA,SP 9,2018
0,1.5,1,0.13486208016635984,SP10,2018
1.5,3,2,0.24406962965978007,SP10,2018
3,4.5,3,0.1922683732468355,SP10,2018
4.5,6,4,0.14560401139352397,SP10,2018
6,7.5,5,0.1103747739335313,SP10,2018
7.5,9,6,0.06752480135717842,SP10,2018
9,10.5,7,0.06298072359724824,SP10,2018
10.5,12,8,0.039225087610785726,SP10,2018
12,13.5,9,0.0030140547410531992,SP10,2018
13.5,15,10,7.64642937037371e-5,SP10,2018
15,16.5,11,NA,SP10,2018
16.5,18,12,NA,SP10,2018
18,19.5,13,NA,SP10,2018
19.5,21,14,NA,SP10,2018
21,22.5,15,NA,SP10,2018
22.5,24,16,NA,SP10,2018
24,25.5,17,NA,SP10,2018
25.5,27,18,NA,SP10,2018
27,28.5,19,NA,SP10,2018
28.5,30,20,NA,SP10,2018
0,1.5,1,0.11892480287866519,SP11,2018
1.5,3,2,0.45915772831332446,SP11,2018
3,4.5,3,0.24564372404095736,SP11,2018
4.5,6,4,0.10693238337280121,SP11,2018
6,7.5,5,0.03448059145349427,SP11,2018
7.5,9,6,0.021124121022719922,SP11,2018
9,10.5,7,0.01114561355954263,SP11,2018
10.5,12,8,0.002350520506746468,SP11,2018
12,13.5,9,2.4051485174850587e-4,SP11,2018
13.5,15,10,NA,SP11,2018
15,16.5,11,NA,SP11,2018
16.5,18,12,NA,SP11,2018
18,19.5,13,NA,SP11,2018
19.5,21,14,NA,SP11,2018
21,22.5,15,NA,SP11,2018
22.5,24,16,NA,SP11,2018
24,25.5,17,NA,SP11,2018
25.5,27,18,NA,SP11,2018
27,28.5,19,NA,SP11,2018
28.5,30,20,NA,SP11,2018
0,1.5,1,0.12355901261919026,SP12,2018
1.5,3,2,0.15773397871672412,SP12,2018
3,4.5,3,0.08072829778414524,SP12,2018
4.5,6,4,0.07342457303060097,SP12,2018
6,7.5,5,0.07606676630877027,SP12,2018
7.5,9,6,0.17141599500828858,SP12,2018
9,10.5,7,0.17114771055359693,SP12,2018
10.5,12,8,0.0632526818893815,SP12,2018
12,13.5,9,0.044863836982789666,SP12,2018
13.5,15,10,0.022152354392152296,SP12,2018
15,16.5,11,0.015313029212782353,SP12,2018
16.5,18,12,3.4176350157780633e-4,SP12,2018
18,19.5,13,NA,SP12,2018
19.5,21,14,NA,SP12,2018
21,22.5,15,NA,SP12,2018
22.5,24,16,NA,SP12,2018
24,25.5,17,NA,SP12,2018
25.5,27,18,NA,SP12,2018
27,28.5,19,NA,SP12,2018
28.5,30,20,NA,SP12,2018
0,1.5,1,0.04897755310091328,SP13,2018
1.5,3,2,0.14030616986499336,SP13,2018
3,4.5,3,0.14428195211243316,SP13,2018
4.5,6,4,0.11921616704588539,SP13,2018
6,7.5,5,0.08857442909794881,SP13,2018
7.5,9,6,0.06888597902392192,SP13,2018
9,10.5,7,0.08330648892409225,SP13,2018
10.5,12,8,0.07533562201897065,SP13,2018
12,13.5,9,0.07159663843278177,SP13,2018
13.5,15,10,0.068907628519751,SP13,2018
15,16.5,11,0.05646868867254065,SP13,2018
16.5,18,12,0.02389677255560465,SP13,2018
18,19.5,13,0.005224742315363353,SP13,2018
19.5,21,14,0.004891622046273632,SP13,2018
21,22.5,15,1.295462685261501e-4,SP13,2018
22.5,24,16,NA,SP13,2018
24,25.5,17,NA,SP13,2018
25.5,27,18,NA,SP13,2018
27,28.5,19,NA,SP13,2018
28.5,30,20,NA,SP13,2018
0,1.5,1,0.2730673082284675,SP14,2018
1.5,3,2,0.2854717226280156,SP14,2018
3,4.5,3,0.2030214303601714,SP14,2018
4.5,6,4,0.11120362426311639,SP14,2018
6,7.5,5,0.03383957253015703,SP14,2018
7.5,9,6,0.018465448634736398,SP14,2018
9,10.5,7,0.015517109260604341,SP14,2018
10.5,12,8,0.0147992809385149,SP14,2018
12,13.5,9,0.017372364890551512,SP14,2018
13.5,15,10,0.010958989382004191,SP14,2018
15,16.5,11,0.0038332581751686903,SP14,2018
16.5,18,12,0.011491983325775902,SP14,2018
18,19.5,13,9.579073827161437e-4,SP14,2018
19.5,21,14,NA,SP14,2018
21,22.5,15,NA,SP14,2018
22.5,24,16,NA,SP14,2018
24,25.5,17,NA,SP14,2018
25.5,27,18,NA,SP14,2018
27,28.5,19,NA,SP14,2018
28.5,30,20,NA,SP14,2018
0,1.5,1,0.35922071968821084,SP15,2018
1.5,3,2,0.30789699318022434,SP15,2018
3,4.5,3,0.10342817939294695,SP15,2018
4.5,6,4,0.052228323855651605,SP15,2018
6,7.5,5,0.044258728740093824,SP15,2018
7.5,9,6,0.04599952648914416,SP15,2018
9,10.5,7,0.037360813136038715,SP15,2018
10.5,12,8,0.024704731985467264,SP15,2018
12,13.5,9,0.016502801920522565,SP15,2018
13.5,15,10,0.008264934697589195,SP15,2018
15,16.5,11,1.3424691411049054e-4,SP15,2018
16.5,18,12,NA,SP15,2018
18,19.5,13,NA,SP15,2018
19.5,21,14,NA,SP15,2018
21,22.5,15,NA,SP15,2018
22.5,24,16,NA,SP15,2018
24,25.5,17,NA,SP15,2018
25.5,27,18,NA,SP15,2018
27,28.5,19,NA,SP15,2018
28.5,30,20,NA,SP15,2018
