Year,Site_code,Species,TotalBirds,Relative Abund Index,Season
2016,PC-14,WREN,7,0.777777778,Breeding
2016,PC-14,WTSW,2,0.222222222,Breeding
2016,PC-14,YEWA,3,0.333333333,Breeding
2016,PC-14,YRWA,1,0.111111111,Breeding
2016,PC-15,AMCR,2,0.222222222,Breeding
2016,PC-15,AMGO,4,0.444444444,Breeding
2016,PC-15,ANHU,4,0.444444444,Breeding
2016,PC-15,ATFL,2,0.222222222,Breeding
2016,PC-15,BEWR,6,0.666666667,Breeding
2016,PC-15,BHGR,2,0.222222222,Breeding
2016,PC-15,BLPH,1,0.111111111,Breeding
2016,PC-15,BUSH,11,1.222222222,Breeding
2016,PC-15,CALT,4,0.444444444,Breeding
2016,PC-15,CAQU,2,0.222222222,Breeding
2016,PC-15,CASJ,4,0.444444444,Breeding
2016,PC-15,COYE,4,0.444444444,Breeding
2016,PC-15,DOWO,1,0.111111111,Breeding
2016,PC-15,ECDO,1,0.111111111,Breeding
2016,PC-15,HAWO,1,0.111111111,Breeding
2016,PC-15,HOFI,10,1.111111111,Breeding
2016,PC-15,LEGO,2,0.222222222,Breeding
2016,PC-15,MALL,2,0.222222222,Breeding
2016,PC-15,MODO,14,1.555555556,Breeding
2016,PC-15,NRWS,2,0.222222222,Breeding
2016,PC-15,NUWO,6,0.666666667,Breeding
2016,PC-15,OCWA,2,0.222222222,Breeding
2016,PC-15,PSFL,1,0.111111111,Breeding
2016,PC-15,PUFI,1,0.111111111,Breeding
2016,PC-15,RTHA,3,0.333333333,Breeding
2016,PC-15,SOSP,6,0.666666667,Breeding
2016,PC-15,SPTO,7,0.777777778,Breeding
2016,PC-15,TRES,10,1.111111111,Breeding
2016,PC-15,WAVI,2,0.222222222,Breeding
2016,PC-15,WEBL,12,1.333333333,Breeding
2016,PC-15,WIWA,1,0.111111111,Breeding
2016,PC-15,WREN,2,0.222222222,Breeding
2016,PC-15,YEWA,2,0.222222222,Breeding
2016,PC-15,YRWA,2,0.222222222,Breeding
2017,PC-01,ALHU,2,0.2,Breeding
2017,PC-01,AMGO,1,0.1,Breeding
2017,PC-01,ANHU,5,0.5,Breeding
2017,PC-01,ATFL,6,0.6,Breeding
2017,PC-01,BEWR,5,0.5,Breeding
2017,PC-01,BHGR,2,0.2,Breeding
2017,PC-01,BUSH,19,1.9,Breeding
2017,PC-01,CALT,1,0.1,Breeding
2017,PC-01,CASJ,1,0.1,Breeding
2017,PC-01,CLSW,1,0.1,Breeding
2017,PC-01,CORA,1,0.1,Breeding
2017,PC-01,COYE,9,0.9,Breeding
2017,PC-01,DOWO,4,0.4,Breeding
2017,PC-01,HOOR,1,0.1,Breeding
2017,PC-01,HUVI,1,0.1,Breeding
2017,PC-01,LBVI,5,0.5,Breeding
2017,PC-01,LEGO,4,0.4,Breeding
2017,PC-01,MALL,1,0.1,Breeding
2017,PC-01,NUWO,1,0.1,Breeding
2017,PC-01,OCWA,3,0.3,Breeding
2017,PC-01,PHAI,1,0.1,Breeding
2017,PC-01,RCKI,1,0.1,Breeding
2017,PC-01,SOSP,4,0.4,Breeding
2017,PC-01,SPTO,6,0.6,Breeding
2017,PC-01,TRES,1,0.1,Breeding
2017,PC-01,USHU,3,0.3,Breeding
2017,PC-01,WIWA,1,0.1,Breeding
2017,PC-01,WREN,3,0.3,Breeding
2017,PC-01,WTSW,6,0.6,Breeding
2017,PC-01,YBCH,2,0.2,Breeding
2017,PC-01,YEWA,5,0.5,Breeding
2017,PC-01,YRWA,6,0.6,Breeding
2017,PC-02,AMGO,7,0.7,Breeding
2017,PC-02,ANHU,7,0.7,Breeding
2017,PC-02,ATFL,1,0.1,Breeding
2017,PC-02,BEWR,4,0.4,Breeding
2017,PC-02,BHGR,2,0.2,Breeding
2017,PC-02,BUSH,18,1.8,Breeding
2017,PC-02,CALT,2,0.2,Breeding
2017,PC-02,CASJ,1,0.1,Breeding
2017,PC-02,COHU,1,0.1,Breeding
2017,PC-02,CORA,3,0.3,Breeding
2017,PC-02,COYE,2,0.2,Breeding
2017,PC-02,ECDO,1,0.1,Breeding
2017,PC-02,HAWO,1,0.1,Breeding
2017,PC-02,HOFI,5,0.5,Breeding
2017,PC-02,HUVI,3,0.3,Breeding
2017,PC-02,LBVI,1,0.1,Breeding
2017,PC-02,LEGO,7,0.7,Breeding
2017,PC-02,NRWS,1,0.1,Breeding
2017,PC-02,NUWO,4,0.4,Breeding
2017,PC-02,PSFL,1,0.1,Breeding
2017,PC-02,RCKI,1,0.1,Breeding
2017,PC-02,SOSP,4,0.4,Breeding
2017,PC-02,SPTO,4,0.4,Breeding
2017,PC-02,TRES,1,0.1,Breeding
2017,PC-02,WEKI,1,0.1,Breeding
2017,PC-02,WIWA,1,0.1,Breeding
2017,PC-02,WTSW,2,0.2,Breeding
2017,PC-02,YBCH,4,0.4,Breeding
2017,PC-02,YEWA,4,0.4,Breeding
2017,PC-02,YRWA,5,0.5,Breeding
2017,PC-03,AMGO,4,0.4,Breeding
2017,PC-03,BEWR,5,0.5,Breeding
2017,PC-03,COHA,1,0.1,Breeding
2017,PC-03,COYE,13,1.3,Breeding
2017,PC-03,HAWO,1,0.1,Breeding
2017,PC-03,HUVI,1,0.1,Breeding
2017,PC-03,LEGO,4,0.4,Breeding
2017,PC-03,OCWA,4,0.4,Breeding
2017,PC-03,PSFL,9,0.9,Breeding
2017,PC-03,PUFI,1,0.1,Breeding
2017,PC-03,SOSP,10,1,Breeding
2017,PC-03,SPTO,2,0.2,Breeding
2017,PC-03,TRES,4,0.4,Breeding
2017,PC-03,UNHU,3,0.3,Breeding
2017,PC-03,WAVI,2,0.2,Breeding
2017,PC-03,WIWA,3,0.3,Breeding
2017,PC-03,WREN,1,0.1,Breeding
2017,PC-03,WTSW,3,0.3,Breeding
2017,PC-03,YBCH,1,0.1,Breeding
2017,PC-03,YEWA,8,0.8,Breeding
2017,PC-04,AMGO,5,0.5,Breeding
2017,PC-04,ANHU,4,0.4,Breeding
2017,PC-04,ATFL,2,0.2,Breeding
2017,PC-04,BEWR,3,0.3,Breeding
2017,PC-04,BHGR,1,0.1,Breeding
2017,PC-04,BUSH,14,1.4,Breeding
2017,PC-04,CALT,1,0.1,Breeding
2017,PC-04,CAQU,1,0.1,Breeding
2017,PC-04,CASJ,1,0.1,Breeding
2017,PC-04,CORA,2,0.2,Breeding
2017,PC-04,COYE,23,2.3,Breeding
2017,PC-04,DOWO,1,0.1,Breeding
2017,PC-04,HAWO,3,0.3,Breeding
2017,PC-04,HETH,1,0.1,Breeding
2017,PC-04,HOFI,1,0.1,Breeding
2017,PC-04,LBVI,1,0.1,Breeding
2017,PC-04,OCWA,4,0.4,Breeding
2017,PC-04,RWBL,2,0.2,Breeding
2017,PC-04,SOSP,9,0.9,Breeding
2017,PC-04,SPTO,4,0.4,Breeding
2017,PC-04,TRES,2,0.2,Breeding
2017,PC-04,WEBL,2,0.2,Breeding
2017,PC-04,WIWA,4,0.4,Breeding
2017,PC-04,WREN,1,0.1,Breeding
2017,PC-04,WTKI,1,0.1,Breeding
2017,PC-04,WTSW,1,0.1,Breeding
2017,PC-04,YBCH,5,0.5,Breeding
2017,PC-04,YEWA,4,0.4,Breeding
2017,PC-04,YRWA,5,0.5,Breeding
2017,PC-05,AMGO,1,0.1,Breeding
2017,PC-05,ANHU,1,0.1,Breeding
2017,PC-05,ATFL,3,0.3,Breeding
2017,PC-05,BEWR,6,0.6,Breeding
2017,PC-05,BHCO,1,0.1,Breeding
2017,PC-05,BUSH,14,1.4,Breeding
2017,PC-05,CALT,2,0.2,Breeding
2017,PC-05,CASJ,1,0.1,Breeding
2017,PC-05,CORA,1,0.1,Breeding
2017,PC-05,COYE,15,1.5,Breeding
2017,PC-05,HAWO,3,0.3,Breeding
2017,PC-05,HUVI,2,0.2,Breeding
2017,PC-05,LBVI,4,0.4,Breeding
2017,PC-05,NUWO,1,0.1,Breeding
2017,PC-05,OCWA,5,0.5,Breeding
2017,PC-05,PSFL,6,0.6,Breeding
2017,PC-05,PUFI,6,0.6,Breeding
2017,PC-05,RCKI,1,0.1,Breeding
2017,PC-05,RTHA,1,0.1,Breeding
2017,PC-05,SOSP,11,1.1,Breeding
2017,PC-05,SPTO,6,0.6,Breeding
2017,PC-05,SWTH,2,0.2,Breeding
2017,PC-05,TRES,2,0.2,Breeding
2017,PC-05,WIWA,3,0.3,Breeding
2017,PC-05,WREN,1,0.1,Breeding
2017,PC-05,WTSW,2,0.2,Breeding
2017,PC-05,YBCH,1,0.1,Breeding
2017,PC-05,YEWA,14,1.4,Breeding
2017,PC-05,YRWA,1,0.1,Breeding
2017,PC-06,AMGO,4,0.4,Breeding
2017,PC-06,AMRO,1,0.1,Breeding
2017,PC-06,ANHU,4,0.4,Breeding
2017,PC-06,ATFL,2,0.2,Breeding
2017,PC-06,BEWR,5,0.5,Breeding
2017,PC-06,BUSH,53,5.3,Breeding
2017,PC-06,CALT,4,0.4,Breeding
2017,PC-06,COHA,1,0.1,Breeding
2017,PC-06,COYE,21,2.1,Breeding
2017,PC-06,HAWO,6,0.6,Breeding
2017,PC-06,HUVI,2,0.2,Breeding
2017,PC-06,LBVI,6,0.6,Breeding
2017,PC-06,LEGO,2,0.2,Breeding
2017,PC-06,MALL,1,0.1,Breeding
2017,PC-06,MODO,2,0.2,Breeding
2017,PC-06,NUWO,4,0.4,Breeding
2017,PC-06,OCWA,4,0.4,Breeding
2017,PC-06,PSFL,9,0.9,Breeding
2017,PC-06,PUFI,1,0.1,Breeding
2017,PC-06,RSHA,2,0.2,Breeding
2017,PC-06,RWBL,1,0.1,Breeding
2017,PC-06,SOSP,16,1.6,Breeding
2017,PC-06,SPTO,5,0.5,Breeding
2017,PC-06,UNHU,1,0.1,Breeding
2017,PC-06,WIWA,2,0.2,Breeding
2017,PC-06,WTSW,1,0.1,Breeding
2017,PC-06,YBCH,3,0.3,Breeding
2017,PC-06,YEWA,15,1.5,Breeding
2017,PC-06,YRWA,6,0.6,Breeding
2017,PC-07,AMGO,4,0.4,Breeding
2017,PC-07,AMRO,1,0.1,Breeding
2017,PC-07,ANHU,5,0.5,Breeding
2017,PC-07,ATFL,2,0.2,Breeding
2017,PC-07,BEWR,4,0.4,Breeding
2017,PC-07,BHGR,2,0.2,Breeding
2017,PC-07,BUSH,9,0.9,Breeding
2017,PC-07,CASJ,1,0.1,Breeding
2017,PC-07,CLSW,1,0.1,Breeding
2017,PC-07,COYE,28,2.8,Breeding
2017,PC-07,DOWO,2,0.2,Breeding
2017,PC-07,HAWO,1,0.1,Breeding
2017,PC-07,HOOR,1,0.1,Breeding
2017,PC-07,LEGO,1,0.1,Breeding
2017,PC-07,MODO,1,0.1,Breeding
2017,PC-07,OCWA,5,0.5,Breeding
2017,PC-07,PSFL,7,0.7,Breeding
2017,PC-07,RCKI,2,0.2,Breeding
2017,PC-07,RWBL,3,0.3,Breeding
2017,PC-07,SOSP,13,1.3,Breeding
2017,PC-07,SPTO,6,0.6,Breeding
2017,PC-07,SWTH,1,0.1,Breeding
2017,PC-07,UNHU,4,0.4,Breeding
2017,PC-07,UNVI,1,0.1,Breeding
2017,PC-07,UNWO,1,0.1,Breeding
2017,PC-07,WAVI,1,0.1,Breeding
2017,PC-07,WIWA,1,0.1,Breeding
2017,PC-07,WREN,1,0.1,Breeding
2017,PC-07,YBCH,2,0.2,Breeding
2017,PC-07,YEWA,8,0.8,Breeding
2017,PC-07,YRWA,3,0.3,Breeding
2017,PC-08,ACWO,1,0.1,Breeding
2017,PC-08,ALHU,1,0.1,Breeding
2017,PC-08,AMGO,8,0.8,Breeding
2017,PC-08,ANHU,3,0.3,Breeding
2017,PC-08,ATFL,2,0.2,Breeding
2017,PC-08,BEWR,12,1.2,Breeding
2017,PC-08,BHGR,1,0.1,Breeding
2017,PC-08,BRBL,1,0.1,Breeding
2017,PC-08,BUSH,5,0.5,Breeding
2017,PC-08,CALT,2,0.2,Breeding
2017,PC-08,CASJ,1,0.1,Breeding
2017,PC-08,CATH,1,0.1,Breeding
2017,PC-08,COYE,10,1,Breeding
2017,PC-08,DOWO,2,0.2,Breeding
2017,PC-08,EUST,1,0.1,Breeding
2017,PC-08,HAWO,2,0.2,Breeding
2017,PC-08,HUVI,6,0.6,Breeding
2017,PC-08,LAGO,1,0.1,Breeding
2017,PC-08,LBVI,5,0.5,Breeding
2017,PC-08,LEGO,2,0.2,Breeding
2017,PC-08,MALL,1,0.1,Breeding
2017,PC-08,MODO,1,0.1,Breeding
2017,PC-08,NOFL,1,0.1,Breeding
2017,PC-08,NUWO,3,0.3,Breeding
2017,PC-08,OCWA,4,0.4,Breeding
2017,PC-08,PSFL,7,0.7,Breeding
2017,PC-08,PUFI,2,0.2,Breeding
2017,PC-08,RCKI,1,0.1,Breeding
2017,PC-08,RWBL,1,0.1,Breeding
2017,PC-08,SOSP,3,0.3,Breeding
2017,PC-08,SPTO,8,0.8,Breeding
2017,PC-08,SWTH,1,0.1,Breeding
2017,PC-08,TRES,15,1.5,Breeding
2017,PC-08,WIWA,3,0.3,Breeding
2017,PC-08,WREN,2,0.2,Breeding
2017,PC-08,YBCH,1,0.1,Breeding
2017,PC-08,YEWA,10,1,Breeding
2017,PC-08,YRWA,4,0.4,Breeding
2017,PC-09,AMCR,1,0.1,Breeding
2017,PC-09,AMGO,1,0.1,Breeding
2017,PC-09,BEWR,4,0.4,Breeding
2017,PC-09,BUSH,7,0.7,Breeding
2017,PC-09,CALT,2,0.2,Breeding
2017,PC-09,CORA,2,0.2,Breeding
2017,PC-09,COYE,17,1.7,Breeding
2017,PC-09,HAWO,2,0.2,Breeding
2017,PC-09,HUVI,4,0.4,Breeding
2017,PC-09,LBVI,13,1.3,Breeding
2017,PC-09,LEGO,7,0.7,Breeding
2017,PC-09,MALL,3,0.3,Breeding
2017,PC-09,NOFL,1,0.1,Breeding
2017,PC-09,NUWO,3,0.3,Breeding
2017,PC-09,OCWA,12,1.2,Breeding
2017,PC-09,PSFL,14,1.4,Breeding
2017,PC-09,PUFI,3,0.3,Breeding
2017,PC-09,RCKI,1,0.1,Breeding
2017,PC-09,RSHA,1,0.1,Breeding
2017,PC-09,SOSP,11,1.1,Breeding
2017,PC-09,SPTO,3,0.3,Breeding
2017,PC-09,SWTH,1,0.1,Breeding
2017,PC-09,TOWA,1,0.1,Breeding
2017,PC-09,TRES,1,0.1,Breeding
2017,PC-09,UNWO,2,0.2,Breeding
2017,PC-09,WAVI,5,0.5,Breeding
2017,PC-09,WIWA,1,0.1,Breeding
2017,PC-09,YEWA,17,1.7,Breeding
2017,PC-09,YRWA,3,0.3,Breeding
2017,PC-10,AMCR,1,0.1,Breeding
2017,PC-10,AMGO,6,0.6,Breeding
2017,PC-10,ANHU,2,0.2,Breeding
2017,PC-10,ATFL,2,0.2,Breeding
2017,PC-10,BEWR,3,0.3,Breeding
2017,PC-10,BUSH,10,1,Breeding
2017,PC-10,CLSW,1,0.1,Breeding
2017,PC-10,COHA,1,0.1,Breeding
2017,PC-10,CORA,1,0.1,Breeding
2017,PC-10,COYE,6,0.6,Breeding
2017,PC-10,DOWO,1,0.1,Breeding
2017,PC-10,HAWO,2,0.2,Breeding
2017,PC-10,HUVI,4,0.4,Breeding
2017,PC-10,LBVI,4,0.4,Breeding
2017,PC-10,LEGO,2,0.2,Breeding
2017,PC-10,NUWO,1,0.1,Breeding
2017,PC-10,OCWA,3,0.3,Breeding
2017,PC-10,PSFL,8,0.8,Breeding
2017,PC-10,PUFI,2,0.2,Breeding
2017,PC-10,RTHA,2,0.2,Breeding
2017,PC-10,SOSP,7,0.7,Breeding
2017,PC-10,SPTO,5,0.5,Breeding
2017,PC-10,TRES,1,0.1,Breeding
2017,PC-10,UDOV,2,0.2,Breeding
2017,PC-10,WAVI,3,0.3,Breeding
2017,PC-10,WIWA,1,0.1,Breeding
2017,PC-10,WTSW,4,0.4,Breeding
2017,PC-10,YEWA,8,0.8,Breeding
2017,PC-10,YRWA,8,0.8,Breeding
2017,PC-11,AMCR,1,0.1,Breeding
2017,PC-11,AMGO,5,0.5,Breeding
2017,PC-11,ANHU,4,0.4,Breeding
2017,PC-11,ATFL,2,0.2,Breeding
2017,PC-11,BEWR,4,0.4,Breeding
2017,PC-11,BHCO,1,0.1,Breeding
2017,PC-11,BHGR,3,0.3,Breeding
2017,PC-11,BUSH,9,0.9,Breeding
2017,PC-11,COHA,1,0.1,Breeding
2017,PC-11,CORA,1,0.1,Breeding
2017,PC-11,COYE,3,0.3,Breeding
2017,PC-11,HAWO,1,0.1,Breeding
2017,PC-11,HETH,1,0.1,Breeding
2017,PC-11,HUVI,2,0.2,Breeding
2017,PC-11,LBVI,2,0.2,Breeding
2017,PC-11,LEGO,5,0.5,Breeding
2017,PC-11,MODO,2,0.2,Breeding
2017,PC-11,NUWO,1,0.1,Breeding
2017,PC-11,OCWA,1,0.1,Breeding
2017,PC-11,PUFI,1,0.1,Breeding
2017,PC-11,RCKI,1,0.1,Breeding
2017,PC-11,SPTO,5,0.5,Breeding
2017,PC-11,TRES,4,0.4,Breeding
2017,PC-11,WREN,3,0.3,Breeding
2017,PC-11,WTSW,2,0.2,Breeding
2017,PC-12,AMGO,6,0.6,Breeding
2017,PC-12,AMRO,2,0.2,Breeding
2017,PC-12,ANHU,2,0.2,Breeding
2017,PC-12,BEWR,9,0.9,Breeding
2017,PC-12,BHCO,2,0.2,Breeding
2017,PC-12,BHGR,2,0.2,Breeding
2017,PC-12,BUSH,5,0.5,Breeding
2017,PC-12,CASJ,1,0.1,Breeding
2017,PC-12,CEDW,20,2,Breeding
2017,PC-12,COYE,5,0.5,Breeding
2017,PC-12,DOWO,1,0.1,Breeding
2017,PC-12,HAWO,3,0.3,Breeding
2017,PC-12,HOWR,1,0.1,Breeding
2017,PC-12,HUVI,2,0.2,Breeding
2017,PC-12,LBVI,14,1.4,Breeding
2017,PC-12,LEGO,4,0.4,Breeding
2017,PC-12,MALL,2,0.2,Breeding
2017,PC-12,NUWO,1,0.1,Breeding
2017,PC-12,OATI,2,0.2,Breeding
2017,PC-12,OCWA,4,0.4,Breeding
2017,PC-12,PSFL,8,0.8,Breeding
2017,PC-12,PUFI,5,0.5,Breeding
2017,PC-12,RCKI,2,0.2,Breeding
2017,PC-12,SOSP,12,1.2,Breeding
2017,PC-12,SPTO,7,0.7,Breeding
2017,PC-12,SWTH,1,0.1,Breeding
2017,PC-12,TRES,11,1.1,Breeding
2017,PC-12,UNHU,4,0.4,Breeding
2017,PC-12,WAVI,1,0.1,Breeding
2017,PC-12,WEBL,2,0.2,Breeding
2017,PC-12,WETA,1,0.1,Breeding
2017,PC-12,WIWA,2,0.2,Breeding
2017,PC-12,WREN,1,0.1,Breeding
2017,PC-12,WTSW,2,0.2,Breeding
2017,PC-12,YBCH,3,0.3,Breeding
2017,PC-12,YEWA,13,1.3,Breeding
2017,PC-12,YRWA,2,0.2,Breeding
2017,PC-13,ALHU,2,0.2,Breeding
2017,PC-13,ANHU,1,0.1,Breeding
2017,PC-13,ATFL,3,0.3,Breeding
2017,PC-13,BCHU,2,0.2,Breeding
2017,PC-13,BEWR,2,0.2,Breeding
2017,PC-13,BHGR,1,0.1,Breeding
2017,PC-13,BUSH,9,0.9,Breeding
2017,PC-13,CALT,1,0.1,Breeding
2017,PC-13,CASJ,1,0.1,Breeding
2017,PC-13,COYE,2,0.2,Breeding
2017,PC-13,DEJU,1,0.1,Breeding
2017,PC-13,HAWO,4,0.4,Breeding
2017,PC-13,HOFI,1,0.1,Breeding
2017,PC-13,HUVI,2,0.2,Breeding
2017,PC-13,LBVI,8,0.8,Breeding
2017,PC-13,LEGO,3,0.3,Breeding
2017,PC-13,MODO,1,0.1,Breeding
2017,PC-13,NUWO,5,0.5,Breeding
2017,PC-13,OATI,1,0.1,Breeding
2017,PC-13,OCWA,6,0.6,Breeding
2017,PC-13,PISI,1,0.1,Breeding
2017,PC-13,PSFL,10,1,Breeding
2017,PC-13,PUFI,4,0.4,Breeding
2017,PC-13,RCKI,1,0.1,Breeding
2017,PC-13,RSHA,1,0.1,Breeding
2017,PC-13,SOSP,10,1,Breeding
2017,PC-13,SPTO,4,0.4,Breeding
2017,PC-13,SWTH,6,0.6,Breeding
2017,PC-13,TRES,12,1.2,Breeding
2017,PC-13,UEFL,1,0.1,Breeding
2017,PC-13,UNHU,1,0.1,Breeding
2017,PC-13,WAVI,7,0.7,Breeding
2017,PC-13,WEBL,2,0.2,Breeding
2017,PC-13,WREN,1,0.1,Breeding
2017,PC-13,YBCH,4,0.4,Breeding
2017,PC-13,YEWA,18,1.8,Breeding
2017,PC-14,ALHU,2,0.2,Breeding
2017,PC-14,AMGO,2,0.2,Breeding
2017,PC-14,AMRO,1,0.1,Breeding
2017,PC-14,ANHU,7,0.7,Breeding
2017,PC-14,ATFL,9,0.9,Breeding
2017,PC-14,BEWR,9,0.9,Breeding
2017,PC-14,BHCO,2,0.2,Breeding
2017,PC-14,BHGR,2,0.2,Breeding
2017,PC-14,BUSH,24,2.4,Breeding
2017,PC-14,CASJ,1,0.1,Breeding
2017,PC-14,COYE,5,0.5,Breeding
2017,PC-14,DOWO,3,0.3,Breeding
2017,PC-14,HAWO,8,0.8,Breeding
2017,PC-14,HOFI,14,1.4,Breeding
2017,PC-14,HOOR,2,0.2,Breeding
2017,PC-14,LBVI,3,0.3,Breeding
2017,PC-14,LEGO,1,0.1,Breeding
2017,PC-14,MODO,9,0.9,Breeding
2017,PC-14,NUWO,3,0.3,Breeding
2017,PC-14,OATI,4,0.4,Breeding
2017,PC-14,OCWA,1,0.1,Breeding
2017,PC-14,PSFL,5,0.5,Breeding
2017,PC-14,PUFI,4,0.4,Breeding
2017,PC-14,RTHA,2,0.2,Breeding
2017,PC-14,SOSP,14,1.4,Breeding
2017,PC-14,SPTO,7,0.7,Breeding
2017,PC-14,TRES,45,4.5,Breeding
2017,PC-14,TUVU,1,0.1,Breeding
2017,PC-14,WEBL,2,0.2,Breeding
2017,PC-14,WREN,2,0.2,Breeding
2017,PC-14,WTSW,2,0.2,Breeding
2017,PC-14,YEWA,1,0.1,Breeding
2017,PC-15,AMGO,2,0.2,Breeding
2017,PC-15,AMRO,12,1.2,Breeding
2017,PC-15,ANHU,2,0.2,Breeding
2017,PC-15,ATFL,5,0.5,Breeding
2017,PC-15,BCHU,1,0.1,Breeding
2017,PC-15,BEWR,5,0.5,Breeding
2017,PC-15,BHGR,3,0.3,Breeding
2017,PC-15,BLGR,1,0.1,Breeding
2017,PC-15,BUSH,9,0.9,Breeding
2017,PC-15,CAKI,1,0.1,Breeding
2017,PC-15,CALT,4,0.4,Breeding
2017,PC-15,CAQU,1,0.1,Breeding
2017,PC-15,CASJ,4,0.4,Breeding
2017,PC-15,CATH,1,0.1,Breeding
2017,PC-15,CHSP,1,0.1,Breeding
2017,PC-15,DOWO,1,0.1,Breeding
2017,PC-15,EUST,4,0.4,Breeding
2017,PC-15,HAWO,2,0.2,Breeding
2017,PC-15,HETH,1,0.1,Breeding
2017,PC-15,HOFI,14,1.4,Breeding
2017,PC-15,HOOR,2,0.2,Breeding
2017,PC-15,HUVI,1,0.1,Breeding
2017,PC-15,LAZB,2,0.2,Breeding
2017,PC-15,LBVI,1,0.1,Breeding
2017,PC-15,LEGO,3,0.3,Breeding
2017,PC-15,MODO,20,2,Breeding
2017,PC-15,NUWO,6,0.6,Breeding
2017,PC-15,OATI,1,0.1,Breeding
2017,PC-15,OCWA,3,0.3,Breeding
2017,PC-15,PSFL,1,0.1,Breeding
2017,PC-15,RTHA,1,0.1,Breeding
2017,PC-15,SOSP,8,0.8,Breeding
2017,PC-15,SPTO,7,0.7,Breeding
2017,PC-15,TRES,34,3.4,Breeding
2017,PC-15,USHU,1,0.1,Breeding
2017,PC-15,WAVI,1,0.1,Breeding
2017,PC-15,WCSP,5,0.5,Breeding
2017,PC-15,WEBL,2,0.2,Breeding
2017,PC-15,WREN,3,0.3,Breeding
2017,PC-15,WTSW,3,0.3,Breeding
2017,PC-15,YBCH,2,0.2,Breeding
2017,PC-15,YEWA,4,0.4,Breeding
2017,PC-15,YRWA,6,0.6,Breeding
2018,PC-01,ANHU,1,0.111111111,Breeding
2018,PC-01,ATFL,1,0.111111111,Breeding
2018,PC-01,BEWR,7,0.777777778,Breeding
2018,PC-01,BGGN,2,0.222222222,Breeding
2018,PC-01,BHGR,5,0.555555556,Breeding
2018,PC-01,BUSH,23,2.555555556,Breeding
2018,PC-01,CATH,1,0.111111111,Breeding
2018,PC-01,CORA,1,0.111111111,Breeding
2018,PC-01,COYE,4,0.444444444,Breeding
2018,PC-01,DOWO,2,0.222222222,Breeding
2018,PC-01,GRRO,1,0.111111111,Breeding
2018,PC-01,HAWO,1,0.111111111,Breeding
2018,PC-01,HETH,3,0.333333333,Breeding
2018,PC-01,HOFI,1,0.111111111,Breeding
2018,PC-01,HUVI,4,0.444444444,Breeding
2018,PC-01,LBVI,5,0.555555556,Breeding
2018,PC-01,LEGO,9,1,Breeding
2018,PC-01,NUWO,2,0.222222222,Breeding
2018,PC-01,OCWA,1,0.111111111,Breeding
2018,PC-01,PSFL,3,0.333333333,Breeding
2018,PC-01,PUFI,1,0.111111111,Breeding
2018,PC-01,RCKI,1,0.111111111,Breeding
2018,PC-01,SOSP,4,0.444444444,Breeding
2018,PC-01,SPTO,4,0.444444444,Breeding
2018,PC-01,TRES,3,0.333333333,Breeding
2018,PC-01,UNHU,1,0.111111111,Breeding
2018,PC-01,WIWA,2,0.222222222,Breeding
2018,PC-01,WREN,1,0.111111111,Breeding
2018,PC-01,YBCH,3,0.333333333,Breeding
2018,PC-01,YEWA,11,1.222222222,Breeding
2018,PC-01,YRWA,4,0.444444444,Breeding
2018,PC-02,AMGO,1,0.111111111,Breeding
2018,PC-02,ANHU,3,0.333333333,Breeding
2018,PC-02,ATFL,5,0.555555556,Breeding
2018,PC-02,BEWR,10,1.111111111,Breeding
2018,PC-02,BGGN,3,0.333333333,Breeding
2018,PC-02,BUSH,6,0.666666667,Breeding
2018,PC-02,CATH,1,0.111111111,Breeding
2018,PC-02,COYE,1,0.111111111,Breeding
2018,PC-02,DOWO,2,0.222222222,Breeding
2018,PC-02,HAWO,2,0.222222222,Breeding
2018,PC-02,HUVI,1,0.111111111,Breeding
2018,PC-02,LBVI,1,0.111111111,Breeding
2018,PC-02,LEGO,6,0.666666667,Breeding
2018,PC-02,MALL,1,0.111111111,Breeding
2018,PC-02,MODO,2,0.222222222,Breeding
2018,PC-02,NUWO,2,0.222222222,Breeding
2018,PC-02,OCWA,4,0.444444444,Breeding
2018,PC-02,PHAI,1,0.111111111,Breeding
2018,PC-02,PSFL,1,0.111111111,Breeding
2018,PC-02,SOSP,2,0.222222222,Breeding
2018,PC-02,SPTO,3,0.333333333,Breeding
2018,PC-02,VGSW,3,0.333333333,Breeding
2018,PC-02,WAVI,1,0.111111111,Breeding
2018,PC-02,WIWA,1,0.111111111,Breeding
2018,PC-02,WTSW,5,0.555555556,Breeding
2018,PC-02,YEWA,6,0.666666667,Breeding
2018,PC-02,YRWA,7,0.777777778,Breeding
2018,PC-03,ANHU,2,0.222222222,Breeding
2018,PC-03,BEWR,3,0.333333333,Breeding
2018,PC-03,BUSH,7,0.777777778,Breeding
2018,PC-03,COYE,13,1.444444444,Breeding
2018,PC-03,DOWO,2,0.222222222,Breeding
2018,PC-03,HAWO,1,0.111111111,Breeding
2018,PC-03,HUVI,1,0.111111111,Breeding
2018,PC-03,LEGO,1,0.111111111,Breeding
2018,PC-03,NUWO,3,0.333333333,Breeding
2018,PC-03,OCWA,6,0.666666667,Breeding
2018,PC-03,PSFL,10,1.111111111,Breeding
2018,PC-03,PUFI,2,0.222222222,Breeding
2018,PC-03,RCKI,1,0.111111111,Breeding
